year,ecoregion,ba_forest_km2,ba_forest_counter_km2,ba_nonforest_km2,ba_nonforest_counter_km2,fwi90,fwi_90_counter,ppt_mm,ppt_counter_mm
2011,15.4,191.0028,165.2706,234.5197,245.4376,29.68726,28.87174,877.0129,829.054
2012,15.4,42.44506,37.4761,270.9624,278.2463,25.08787,24.20758,693.329,662.5307
2013,15.4,80.81712,70.10618,193.1465,200.246,24.52585,23.60275,807.6613,767.6785
2014,15.4,47.58992,41.27303,161.2055,169.1841,19.47337,18.72064,942.3549,892.2326
2015,15.4,138.0536,118.5528,101.8253,106.9224,21.10715,20.26248,778.6581,727.3923
2016,15.4,13.50525,11.9219,393.5815,406.6201,20.0671,19.27064,583.5419,547.7018
2017,15.4,135.4812,109.2502,368.7147,399.3309,28.7984,27.75678,1052.406,971.056
2018,15.4,144.9135,123.3595,204.0793,213.4224,24.33978,23.34915,940.071,891.5687
2019,15.4,43.30254,36.35008,103.5402,111.15,16.98922,16.2276,1160.265,1089.091
2020,15.4,25.72428,21.09282,242.237,259.1024,27.22359,26.174,1081.197,1011.357
2021,15.4,22.50875,18.87126,275.2498,291.3106,22.28293,21.3077,914.4225,854.9396
2022,15.4,59.80895,51.32755,270.5337,282.5627,18.10837,17.18163,888.5936,841.7109
2023,15.4,145.9853,119.8192,231.5185,246.1618,25.38553,24.26126,948.6677,883.8528
2002,15.5,30.22603,26.67304,2.14369,2.061083,35.44489,33.96311,714.8867,696.191
2003,15.5,196.7907,170.607,22.93748,22.02361,39.50733,37.89741,465.6133,449.3619
2004,15.5,32.36972,27.13519,4.073011,3.884926,38.02319,36.09163,561.36,544.8526
2005,15.5,111.2575,98.16983,4.28738,4.088193,35.73629,34.09296,768.2667,739.5809
2006,15.5,77.17284,66.6675,7.288546,6.989797,36.30052,34.64697,668.2001,651.322
2007,15.5,91.9643,79.84628,3.429904,3.270523,34.93874,33.20259,705.2066,680.235
2008,15.5,197.4339,165.1274,9.003498,8.528053,40.55311,38.47274,855,830.5845
2009,15.5,8.57476,7.542118,0.428738,0.4063074,35.96393,34.18251,1002.687,967.2759
2010,15.5,2.14369,1.872687,2.14369,2.035504,28.35052,26.56785,689.28,657.8063
2011,15.5,55.30721,47.38849,17.14952,16.19141,40.82,38.81526,1077.333,1043.427
2012,15.5,17.14952,14.41703,12.4334,11.72507,38.55733,36.42067,877.6333,846.705
2013,15.5,41.58759,33.52292,5.359225,5.030723,44.44696,41.97985,834.4066,807.6075
2014,15.5,3.429904,2.80243,0,0,37.92778,35.51007,844.68,813.0065
2015,15.5,10.71845,9.276784,2.786797,2.621603,25.41593,23.39859,805.7267,765.1194
2016,15.5,16.07767,13.27727,7.288546,6.842807,35.18844,32.86303,755.2134,723.0137
2017,15.5,63.66759,52.71508,8.574759,8.053284,37.71985,35.41644,743.9133,711.5521
2018,15.5,33.01283,25.90091,1.929321,1.809002,42.80318,40.15881,659.6666,637.7318
2019,15.5,78.45905,62.94376,0,0,41.97615,39.48681,616.1333,590.7504
2020,15.5,38.58642,29.96619,1.500583,1.411283,41.19267,38.54882,516.3934,500.4906
2021,15.5,59.16585,48.81259,2.572428,2.40168,39.22467,36.78518,869.9934,831.2731
2022,15.5,37.51458,32.10825,6.43107,6.005589,35.81341,33.58918,1015.653,968.7371
2023,15.5,226.3737,192.4395,2.358059,2.224838,34.59681,32.53393,676.8467,643.9536
2002,15.6,3.644273,3.658886,31.51224,41.36561,35.84464,33.80688,974.1538,922.9514
2003,15.6,55.95031,56.69937,44.37439,59.05902,35.25175,33.20385,1125.315,1061.685
2004,15.6,6.645439,6.740852,78.24468,103.9539,33.37897,31.35438,1119.885,1055.525
2005,15.6,7.717284,7.780674,34.94215,45.70808,32.01872,30.05048,954.3,899.1824
2006,15.6,2.572428,2.655079,15.43457,20.9324,32.36416,30.36036,1423.446,1336.766
2007,15.6,0.214369,0.220281,44.58875,60.48471,31.46365,29.41287,1300.669,1218.727
2008,15.6,8.360391,8.559347,34.29904,46.4463,31.636,29.56064,1214.877,1137.218
2009,15.6,4.28738,4.419173,10.71845,15.0572,37.08052,34.79396,1320.015,1228.726
2010,15.6,4.28738,4.369303,26.36739,35.84427,30.25418,28.10214,1028.792,955.4283
2011,15.6,8.146022,8.633747,22.08001,31.76448,33.51585,31.33326,1771.039,1645.523
2012,15.6,1.071845,1.129267,35.37088,50.16333,31.27146,29.13687,1613.615,1497.004
2013,15.6,30.22603,31.0812,23.79496,33.61765,36.54313,34.18874,1182.908,1093.208
2014,15.6,0.428738,0.4412281,36.87147,51.98893,32.39463,30.06376,1174.4,1084.16
2015,15.6,3.215535,3.284921,30.22603,42.7777,36.30264,33.86782,1040.777,957.8598
2016,15.6,4.073011,4.107701,135.2668,185.7722,32.41886,30.08167,806.1615,742.33
2017,15.6,6.645439,6.840257,130.122,181.404,29.87035,27.62795,1086.946,998.467
2018,15.6,4.716118,4.863644,35.37088,49.81194,33.43157,31.13147,1118.392,1026.109
2019,15.6,50.37671,51.58141,60.66643,83.69148,30.2921,28.07604,941.6077,860.6275
2020,15.6,5.787963,5.89809,33.01283,45.5863,30.17816,27.90569,884.5385,808.5634
2021,15.6,11.36156,11.96899,45.01749,64.81801,28.80472,26.5534,1366.446,1247.34
2022,15.6,27.01049,28.09652,48.23303,69.12045,31.11922,28.7742,1160.746,1056.142
2023,15.6,12.64777,13.30784,49.73361,73.60005,31.547,29.07367,1372.361,1249.837
